日期,星期,最高温度,最低温度,WindDirection,WindSpeed,天气,风向风力,年,月,日,东北风,东南风,东风,北风,南风,无持续风向,西北风,西南风,西风,1级,2级,大于3级,小于3级,晴,多云,阴,雷阵雨,霾,雾,阵雨,小雨,中雨,大雨,雷雨,暴雨,雨夹雪,雨,暴风雨
2015-08-26,3.0,31,24,无持续风向,小于3级,多云~阴,微风 小于3级,2015,8,26,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-27,4.0,27,22,无持续风向,小于3级,阵雨,微风 小于3级,2015,8,27,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015-08-28,5.0,29,22,无持续风向,小于3级,多云,微风 小于3级,2015,8,28,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-29,6.0,31,23,无持续风向,小于3级,多云,微风 小于3级,2015,8,29,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-30,7.0,32,24,无持续风向,小于3级,多云,微风 小于3级,2015,8,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-31,1.0,32,25,无持续风向,小于3级,多云,微风 小于3级,2015,8,31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,2.0,33,25,无持续风向,小于3级,多云,微风 小于3级,2015,9,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-02,3.0,34,25,无持续风向,小于3级,多云~阴,微风 小于3级,2015,9,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-03,4.0,34,25,无持续风向,小于3级,多云,微风 小于3级,2015,9,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-04,5.0,32,24,无持续风向,小于3级,雷阵雨~中雨,微风 小于3级,2015,9,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2015-09-05,6.0,28,24,无持续风向,小于3级,中雨~阴,微风 小于3级,2015,9,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2015-09-06,7.0,30,23,无持续风向,小于3级,多云,微风 小于3级,2015,9,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-07,1.0,34,23,无持续风向,小于3级,多云,微风 小于3级,2015,9,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-08,2.0,32,24,无持续风向,小于3级,多云,微风 小于3级,2015,9,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-09,3.0,31,24,无持续风向,小于3级,阴,微风 小于3级,2015,9,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-10,4.0,30,22,无持续风向,小于3级,阴~中雨,微风 小于3级,2015,9,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2015-09-11,5.0,27,21,无持续风向,小于3级,大雨~多云,微风 小于3级,2015,9,11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-09-12,6.0,26,20,无持续风向,小于3级,多云,微风 小于3级,2015,9,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-13,7.0,24,19,无持续风向,小于3级,阴,微风 小于3级,2015,9,13,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-14,1.0,27,22,无持续风向,小于3级,多云,微风 小于3级,2015,9,14,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-15,2.0,29,22,无持续风向,小于3级,多云,微风 小于3级,2015,9,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-16,3.0,28,21,无持续风向,小于3级,多云~阵雨,微风 小于3级,2015,9,16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2015-09-17,4.0,24,19,无持续风向,小于3级,中雨,微风 小于3级,2015,9,17,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-09-18,5.0,22,19,无持续风向,小于3级,中雨,微风 小于3级,2015,9,18,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-09-19,6.0,22,19,无持续风向,小于3级,阵雨~阴,微风 小于3级,2015,9,19,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2015-09-20,7.0,25,20,无持续风向,小于3级,多云,微风 小于3级,2015,9,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-21,1.0,27,22,无持续风向,小于3级,多云~小雨,微风 小于3级,2015,9,21,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-09-22,2.0,23,19,无持续风向,小于3级,中雨~阴,微风 小于3级,2015,9,22,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2015-09-23,3.0,27,20,无持续风向,小于3级,多云~中雨,微风 小于3级,2015,9,23,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-09-24,4.0,24,19,无持续风向,小于3级,中雨~小雨,微风 小于3级,2015,9,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2015-09-25,5.0,23,20,无持续风向,小于3级,阴,微风 小于3级,2015,9,25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-26,6.0,24,20,无持续风向,小于3级,阴~小雨,微风 小于3级,2015,9,26,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2015-09-27,7.0,23,20,无持续风向,小于3级,小雨~阵雨,微风 小于3级,2015,9,27,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2015-09-28,1.0,24,22,无持续风向,小于3级,阵雨,微风 小于3级,2015,9,28,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015-09-29,2.0,26,21,无持续风向,小于3级,阴~多云,微风 小于3级,2015,9,29,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-30,3.0,26,20,无持续风向,小于3级,多云~阴,微风 小于3级,2015,9,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-01,4.0,23,16,无持续风向,小于3级,多云,微风 小于3级,2015,10,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-02,5.0,25,18,无持续风向,小于3级,多云~阴,微风 小于3级,2015,10,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-03,6.0,21,17,无持续风向,小于3级,阵雨~小雨,微风 小于3级,2015,10,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2015-10-04,7.0,20,18,无持续风向,小于3级,小雨,微风 小于3级,2015,10,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-10-05,1.0,24,19,无持续风向,小于3级,阴~小雨,微风 小于3级,2015,10,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2015-10-06,2.0,23,19,无持续风向,小于3级,阴,微风 小于3级,2015,10,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-07,3.0,25,18,无持续风向,小于3级,阴,微风 小于3级,2015,10,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-08,4.0,22,16,无持续风向,小于3级,小雨,微风 小于3级,2015,10,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-10-09,5.0,23,18,无持续风向,小于3级,小雨~阴,微风 小于3级,2015,10,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2015-10-10,6.0,25,18,无持续风向,小于3级,多云,微风 小于3级,2015,10,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-11,7.0,26,17,无持续风向,小于3级,晴~多云,微风 小于3级,2015,10,11,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-12,1.0,27,17,无持续风向,小于3级,多云,微风 小于3级,2015,10,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-13,2.0,27,18,无持续风向,小于3级,多云~晴,微风 小于3级,2015,10,13,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-14,3.0,28,17,无持续风向,小于3级,多云~晴,微风 小于3级,2015,10,14,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-15,4.0,27,18,无持续风向,小于3级,晴~多云,微风 小于3级,2015,10,15,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-16,5.0,29,18,无持续风向,小于3级,多云,微风 小于3级,2015,10,16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-17,6.0,25,18,无持续风向,小于3级,小雨,微风 小于3级,2015,10,17,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-10-18,7.0,24,17,无持续风向,小于3级,阵雨~阴,微风 小于3级,2015,10,18,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2015-10-19,1.0,25,19,无持续风向,小于3级,阵雨~多云,微风 小于3级,2015,10,19,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2015-10-20,2.0,28,19,无持续风向,小于3级,多云,微风 小于3级,2015,10,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-21,3.0,29,19,无持续风向,小于3级,晴~多云,微风 小于3级,2015,10,21,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-22,4.0,28,20,无持续风向,小于3级,多云~阴,微风 小于3级,2015,10,22,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-23,5.0,25,19,无持续风向,小于3级,阵雨~小雨,微风 小于3级,2015,10,23,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2015-10-24,6.0,25,19,无持续风向,小于3级,阴~小雨,微风 小于3级,2015,10,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2015-10-25,7.0,25,19,无持续风向,小于3级,阴~小雨,微风 小于3级,2015,10,25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2015-10-26,1.0,20,14,无持续风向,小于3级,小雨,微风 小于3级,2015,10,26,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-10-27,2.0,19,14,无持续风向,小于3级,阴,微风 小于3级,2015,10,27,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-28,3.0,19,15,无持续风向,小于3级,阴~小雨,微风 小于3级,2015,10,28,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2015-10-29,4.0,19,15,无持续风向,小于3级,阴~小雨,微风 小于3级,2015,10,29,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2015-10-30,5.0,19,14,无持续风向,小于3级,阴~小雨,微风 小于3级,2015,10,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2015-10-31,6.0,17,13,无持续风向,小于3级,阵雨~阴,微风 小于3级,2015,10,31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2015-11-01,7.0,19,12,无持续风向,小于3级,多云,微风 小于3级,2015,11,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-02,1.0,20,16,无持续风向,小于3级,晴~阴,微风 小于3级,2015,11,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-03,2.0,20,16,无持续风向,小于3级,阴~小雨,微风 小于3级,2015,11,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2015-11-04,3.0,20,17,无持续风向,小于3级,阴~小雨,微风 小于3级,2015,11,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2015-11-05,4.0,19,16,无持续风向,小于3级,小雨,微风 小于3级,2015,11,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-11-06,5.0,18,16,无持续风向,小于3级,阵雨~小雨,微风 小于3级,2015,11,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2015-11-07,6.0,19,14,无持续风向,小于3级,阴~小雨,微风 小于3级,2015,11,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2015-11-08,7.0,20,14,无持续风向,小于3级,阴,微风 小于3级,2015,11,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-09,1.0,21,14,无持续风向,小于3级,多云~小雨,微风 小于3级,2015,11,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-11-10,2.0,17,15,无持续风向,小于3级,小雨,微风 小于3级,2015,11,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-11-11,3.0,18,14,无持续风向,小于3级,阴~小雨,微风 小于3级,2015,11,11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2015-11-12,4.0,15,13,无持续风向,小于3级,阴,微风 小于3级,2015,11,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-13,5.0,19,14,无持续风向,小于3级,多云,微风 小于3级,2015,11,13,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-14,6.0,20,16,无持续风向,小于3级,多云~小雨,微风 小于3级,2015,11,14,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-11-15,7.0,18,14,无持续风向,小于3级,阴,微风 小于3级,2015,11,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-16,1.0,18,14,无持续风向,小于3级,阴,微风 小于3级,2015,11,16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-17,2.0,17,15,无持续风向,小于3级,小雨~阴,微风 小于3级,2015,11,17,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2015-11-18,3.0,19,17,无持续风向,小于3级,阴,微风 小于3级,2015,11,18,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-19,4.0,17,13,无持续风向,小于3级,阴~多云,微风 小于3级,2015,11,19,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-20,5.0,21,15,无持续风向,小于3级,多云,微风 小于3级,2015,11,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-21,6.0,21,16,无持续风向,小于3级,多云,微风 小于3级,2015,11,21,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-22,7.0,22,16,无持续风向,小于3级,多云~阴,微风 小于3级,2015,11,22,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-23,1.0,20,16,无持续风向,小于3级,阴~小雨,微风 小于3级,2015,11,23,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2015-11-24,2.0,16,13,无持续风向,小于3级,小雨,微风 小于3级,2015,11,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-11-25,3.0,16,11,无持续风向,小于3级,多云,微风 小于3级,2015,11,25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-26,4.0,15,10,无持续风向,小于3级,阴,微风 小于3级,2015,11,26,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-27,5.0,14,10,无持续风向,小于3级,阴~小雨,微风 小于3级,2015,11,27,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2015-11-28,6.0,13,11,无持续风向,小于3级,小雨~多云,微风 小于3级,2015,11,28,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-11-29,7.0,16,10,无持续风向,小于3级,多云,微风 小于3级,2015,11,29,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-30,1.0,14,11,无持续风向,小于3级,多云~阴,微风 小于3级,2015,11,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-01,2.0,14,11,无持续风向,小于3级,阴~小雨,微风 小于3级,2015,12,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2015-12-02,3.0,14,11,无持续风向,小于3级,阴,微风 小于3级,2015,12,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-03,4.0,13,10,无持续风向,小于3级,阴~小雨,微风 小于3级,2015,12,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2015-12-04,5.0,11,9,无持续风向,小于3级,小雨,微风 小于3级,2015,12,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-12-05,6.0,14,10,无持续风向,小于3级,阴~多云,微风 小于3级,2015,12,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-06,7.0,15,10,无持续风向,小于3级,多云,微风 小于3级,2015,12,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-07,1.0,16,9,无持续风向,小于3级,多云~阴,微风 小于3级,2015,12,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-08,2.0,14,9,无持续风向,小于3级,阴,微风 小于3级,2015,12,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-09,3.0,16,11,无持续风向,小于3级,阴,微风 小于3级,2015,12,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-10,4.0,15,11,无持续风向,小于3级,阴,微风 小于3级,2015,12,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-11,5.0,14,10,无持续风向,小于3级,小雨,微风 小于3级,2015,12,11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-12-12,6.0,12,9,无持续风向,小于3级,小雨,微风 小于3级,2015,12,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-12-13,7.0,11,9,无持续风向,小于3级,小雨,微风 小于3级,2015,12,13,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-12-14,1.0,9,6,无持续风向,小于3级,小雨,微风 小于3级,2015,12,14,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-12-15,2.0,9,5,无持续风向,小于3级,阴,微风 小于3级,2015,12,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-16,3.0,11,5,无持续风向,小于3级,多云,微风 小于3级,2015,12,16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-17,4.0,12,7,无持续风向,小于3级,多云~阴,微风 小于3级,2015,12,17,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-18,5.0,8,5,无持续风向,小于3级,阴,微风 小于3级,2015,12,18,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-19,6.0,8,5,无持续风向,小于3级,小雨,微风 小于3级,2015,12,19,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-12-20,7.0,10,7,无持续风向,小于3级,阴~小雨,微风 小于3级,2015,12,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2015-12-21,1.0,10,6,无持续风向,小于3级,阴~小雨,微风 小于3级,2015,12,21,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2015-12-22,2.0,10,7,无持续风向,小于3级,阴,微风 小于3级,2015,12,22,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-23,3.0,10,6,无持续风向,小于3级,阴~小雨,微风 小于3级,2015,12,23,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2015-12-24,4.0,10,6,无持续风向,小于3级,小雨,微风 小于3级,2015,12,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-12-25,5.0,11,7,无持续风向,小于3级,阴,微风 小于3级,2015,12,25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-26,6.0,12,5,无持续风向,小于3级,多云,微风 小于3级,2015,12,26,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-27,7.0,13,6,无持续风向,小于3级,多云,微风 小于3级,2015,12,27,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-28,1.0,11,8,无持续风向,小于3级,阴~小雨,微风 小于3级,2015,12,28,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2015-12-29,2.0,10,7,无持续风向,小于3级,阴,微风 小于3级,2015,12,29,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-30,3.0,11,8,无持续风向,小于3级,阴,微风 小于3级,2015,12,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-31,4.0,13,8,无持续风向,小于3级,阴,微风 小于3级,2015,12,31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-01,5.0,12,8,无持续风向,小于3级,阴,微风 小于3级,2016,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-02,6.0,14,8,无持续风向,小于3级,阴,微风 小于3级,2016,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-03,7.0,13,8,无持续风向,小于3级,阴,微风 小于3级,2016,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-04,1.0,14,8,无持续风向,小于3级,阴~多云,微风 小于3级,2016,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-05,2.0,16,10,无持续风向,小于3级,多云,微风 小于3级,2016,1,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-06,3.0,12,8,无持续风向,小于3级,小雨,微风 小于3级,2016,1,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-07,4.0,11,8,无持续风向,小于3级,阴,微风 小于3级,2016,1,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
